danceability,energy,loudness,speechiness,instrumentalness,liveness,valence,tempo,genre
0.668,0.773,-5.01,0.311,0.0225,0.315,0.25,128.341,bounce
0.81,0.824,-3.179,0.08,0.411,0.077,0.375,128.004,bounce
0.979,0.868,-6.666,0.479,0.753,0.0505,0.496,127.998,bounce
0.841,0.973,-2.057,0.0824,0.945,0.0316,0.207,128.0,bounce
0.672,0.773,-6.32,0.043,0.0,0.0923,0.134,127.96,bounce
0.845,0.661,-5.508,0.0674,0.604,0.11,0.114,128.009,bounce
0.691,0.946,-4.208,0.261,0.000763,0.0496,0.404,128.023,bounce
0.528,0.809,-5.679,0.0876,0.65,0.14,0.0381,128.09,bounce
0.658,0.944,-3.7,0.0665,0.0214,0.351,0.192,127.958,bounce
0.737,0.932,-3.772,0.0786,0.0503,0.115,0.0736,128.001,bounce
0.862,0.645,-6.95,0.0874,0.823,0.0467,0.263,127.006,bounce
0.9,0.654,-6.592,0.332,0.00709,0.314,0.455,128.021,bounce
0.791,0.888,-2.798,0.118,8.67e-06,0.309,0.959,128.027,bounce
0.697,0.953,-3.102,0.134,0.00279,0.275,0.677,128.015,bounce
0.777,0.697,-6.926,0.093,0.488,0.0561,0.276,129.995,bounce
0.761,0.923,-6.339,0.123,0.845,0.209,0.322,128.044,bounce
0.706,0.836,-2.467,0.0644,4.44e-05,0.168,0.145,128.992,bounce
0.894,0.928,-3.003,0.167,0.266,0.11,0.395,128.007,bounce
0.774,0.925,-4.086,0.0832,0.0205,0.257,0.642,128.017,bounce
0.793,0.967,-3.911,0.0354,0.865,0.118,0.884,130.003,bounce
0.8,0.948,-3.548,0.102,0.727,0.652,0.417,127.995,bounce
0.782,0.871,-4.764,0.0351,3.42e-05,0.0893,0.264,128.016,bounce
0.436,0.939,-4.613,0.301,0.00162,0.318,0.305,131.722,bounce
0.754,0.944,-7.349,0.0512,0.194,0.1,0.602,128.036,bounce
0.687,0.743,-5.181,0.297,0.0858,0.357,0.237,128.154,bounce
0.777,0.78,-6.069,0.0513,0.882,0.0681,0.282,128.021,bounce
0.9,0.563,-6.598,0.0846,0.000135,0.0829,0.379,132.02,bounce
0.827,0.712,-7.676,0.0556,2.47e-06,0.0878,0.133,128.006,bounce
0.578,0.912,-6.567,0.0569,0.827,0.133,0.147,128.008,bounce
0.827,0.963,-1.847,0.053,0.0915,0.122,0.371,128.013,bounce
0.717,0.966,-4.016,0.103,0.338,0.18,0.22,127.991,bounce
0.598,0.704,-7.151,0.238,1.1e-06,0.0611,0.585,127.938,bounce
0.64,0.94,-2.976,0.0795,0.000484,0.357,0.243,127.995,bounce
0.577,0.745,-5.389,0.292,0.00195,0.196,0.43,127.969,bounce
0.49,0.785,-6.252,0.0892,0.524,0.243,0.33,128.049,bounce
0.841,0.973,-2.057,0.0824,0.945,0.0316,0.207,128.001,bounce
0.847,0.898,-2.103,0.321,8.85e-05,0.0874,0.519,127.943,bounce
0.619,0.949,-6.496,0.0668,0.853,0.182,0.298,130.028,bounce
0.858,0.982,-3.608,0.0476,0.626,0.322,0.61,129.993,bounce
0.768,0.952,-2.191,0.151,0.000121,0.0901,0.67,128.006,bounce
0.709,0.8,-3.27,0.0493,0.0717,0.194,0.302,128.016,bounce
0.832,0.821,-4.722,0.108,0.0874,0.132,0.192,130.0,bounce
0.666,0.847,-4.335,0.138,0.00672,0.433,0.36,132.061,bounce
0.636,0.989,-4.59,0.0574,0.893,0.209,0.742,128.001,bounce
0.832,0.571,-7.353,0.246,0.168,0.2,0.483,127.995,bounce
0.847,0.76,-6.503,0.0731,0.837,0.0449,0.271,128.001,bounce
0.855,0.783,-7.159,0.0655,0.186,0.0941,0.482,128.005,bounce
0.749,0.915,-2.632,0.0507,0.567,0.33,0.504,127.983,bounce
0.577,0.865,-4.661,0.038,0.0483,0.131,0.251,130.015,bounce
0.672,0.952,-4.951,0.0587,0.209,0.688,0.299,128.043,bounce
0.724,0.794,-5.325,0.0461,0.842,0.101,0.379,128.011,bounce
0.883,0.817,-5.414,0.235,0.00449,0.11,0.595,128.078,bounce
0.608,0.787,-6.81,0.075,0.127,0.0954,0.372,128.076,bounce
0.805,0.927,-2.632,0.188,3.67e-06,0.065,0.76,128.023,bounce
0.87,0.804,-11.257,0.585,0.909,0.862,0.152,127.913,bounce
0.824,0.756,-3.538,0.0835,0.904,0.04,0.762,127.981,bounce
0.739,0.562,-5.442,0.139,0.332,0.831,0.543,127.991,bounce
0.773,0.899,-6.422,0.0707,0.857,0.107,0.289,128.019,bounce
0.712,0.916,-3.422,0.0753,0.00212,0.0731,0.472,127.028,bounce
0.886,0.731,-5.253,0.14,0.0208,0.0448,0.791,127.992,bounce
0.849,0.535,-11.469,0.0864,0.887,0.356,0.183,128.06,bounce
0.546,0.884,-5.76,0.404,5.02e-06,0.287,0.229,134.93,bounce
0.814,0.883,-4.261,0.112,0.634,0.26,0.442,128.026,bounce
0.813,0.756,-6.376,0.167,0.833,0.101,0.483,127.994,bounce
0.604,0.894,-4.755,0.113,0.000315,0.234,0.415,127.964,bounce
0.938,0.797,-4.656,0.168,0.087,0.0494,0.497,127.992,bounce
0.71,0.942,-2.321,0.0612,0.00918,0.0457,0.184,128.028,bounce
0.935,0.742,-5.485,0.264,0.000979,0.217,0.256,127.992,bounce
0.827,0.714,-7.751,0.0554,4.52e-06,0.0783,0.122,128.03,bounce
0.842,0.818,-5.441,0.261,0.526,0.105,0.234,129.03,bounce
0.615,0.657,-7.312,0.036,0.878,0.209,0.218,131.992,bounce
0.61,0.813,-5.397,0.051,0.053,0.0871,0.313,127.926,bounce
0.734,0.697,-6.024,0.0471,0.0341,0.0619,0.206,127.994,bounce
0.789,0.647,-4.481,0.0682,0.887,0.124,0.717,128.02,bounce
0.715,0.865,-4.682,0.0615,0.0176,0.0885,0.338,127.965,bounce
0.741,0.875,-6.195,0.0689,0.0618,0.46,0.371,128.066,bounce
0.886,0.967,-0.776,0.142,0.389,0.239,0.745,128.1,bounce
0.732,0.955,-5.184,0.0844,0.81,0.088,0.143,127.988,bounce
0.755,0.822,-5.635,0.0666,0.746,0.078,0.0457,128.0,bounce
0.581,0.978,-4.261,0.0397,0.772,0.842,0.624,127.987,bounce
0.814,0.82,-3.507,0.1,0.00837,0.0643,0.29,130.011,bounce
0.826,0.837,-5.047,0.165,0.0232,0.283,0.738,127.908,bounce
0.52,0.953,-4.527,0.0548,0.651,0.354,0.573,127.968,bounce
0.769,0.918,-5.965,0.134,0.898,0.075,0.134,127.974,bounce
0.699,0.81,-5.615,0.037,0.287,0.138,0.451,127.989,bounce
0.904,0.703,-6.094,0.253,0.396,0.112,0.311,127.996,bounce
0.849,0.912,-4.533,0.083,0.654,0.0928,0.263,128.019,bounce
0.805,0.867,-5.425,0.11,0.893,0.121,0.777,127.983,bounce
0.769,0.882,-2.2,0.213,0.12,0.604,0.487,128.016,bounce
0.839,0.808,-7.005,0.114,0.747,0.186,0.181,128.068,bounce
0.821,0.911,-3.448,0.107,0.293,0.0403,0.59,128.003,bounce
0.878,0.743,-5.764,0.304,0.612,0.58,0.117,128.02,bounce
0.79,0.925,-3.987,0.217,0.318,0.356,0.526,127.991,bounce
0.775,0.896,-4.325,0.246,0.0378,0.923,0.538,127.982,bounce
0.842,0.839,-6.349,0.149,0.659,0.0336,0.271,128.022,bounce
0.704,0.85,-5.866,0.0342,0.884,0.117,0.39,130.058,bounce
0.738,0.89,-2.049,0.0866,0.0212,0.174,0.379,127.997,bounce
0.708,0.639,-5.286,0.101,0.698,0.552,0.126,128.002,bounce
0.715,0.879,-4.632,0.368,0.0,0.0968,0.302,134.97,bounce
0.797,0.962,-4.239,0.0906,0.767,0.0454,0.422,128.047,bounce
0.781,0.94,-4.15,0.0874,0.414,0.0858,0.701,128.005,bounce
0.789,0.916,-3.262,0.249,8.09e-06,0.077,0.658,127.956,bounce
0.719,0.976,-1.437,0.213,0.0871,0.493,0.324,127.996,bounce
0.665,0.883,-5.313,0.058,0.164,0.233,0.603,127.969,bounce
0.805,0.914,-3.764,0.377,0.00364,0.571,0.608,128.009,bounce
0.73,0.97,-2.468,0.258,9.47e-05,0.317,0.464,134.922,bounce
0.641,0.979,-3.824,0.113,0.768,0.329,0.333,127.951,bounce
0.739,0.928,-4.487,0.13,0.219,0.126,0.46,127.989,bounce
0.817,0.952,-5.872,0.198,1.86e-05,0.167,0.368,128.084,bounce
0.712,0.772,-4.003,0.183,0.0,0.121,0.347,130.044,bounce
0.713,0.92,-4.498,0.219,0.00149,0.329,0.644,130.035,bounce
0.79,0.975,-2.657,0.129,0.324,0.282,0.624,127.975,bounce
0.678,0.987,-2.443,0.117,0.248,0.0986,0.269,128.007,bounce
0.784,0.638,-10.589,0.406,0.00135,0.0574,0.617,127.957,bounce
0.66,0.934,-4.783,0.0856,0.0126,0.364,0.178,127.993,bounce
0.867,0.857,-8.4,0.145,0.0737,0.229,0.362,127.987,bounce
0.695,0.972,-2.298,0.0716,0.73,0.368,0.414,128.041,bounce
0.796,0.737,-5.466,0.448,0.296,0.0667,0.549,128.034,bounce
0.854,0.816,-5.038,0.131,0.000335,0.108,0.543,127.972,bounce
0.768,0.933,-4.162,0.045,0.535,0.0561,0.666,128.979,bounce
0.696,0.885,-5.018,0.0838,0.00623,0.0794,0.354,126.022,bounce
0.734,0.982,-2.506,0.0524,0.881,0.0836,0.206,127.958,bounce
0.659,0.834,-5.808,0.0632,0.777,0.0917,0.0307,127.977,bounce
0.836,0.566,-5.15,0.0637,0.000867,0.233,0.152,127.988,bounce
0.675,0.988,-3.592,0.0395,0.773,0.666,0.611,127.971,bounce
0.78,0.838,-1.063,0.0617,0.0127,0.0365,0.393,128.013,bounce
0.938,0.797,-4.656,0.168,0.087,0.0494,0.497,127.992,bounce
0.83,0.962,-5.697,0.215,0.00028,0.669,0.363,128.108,bounce
0.808,0.96,-2.938,0.176,0.4,0.199,0.41,128.017,bounce
0.839,0.633,-6.163,0.0718,0.781,0.658,0.21,128.014,bounce
0.865,0.827,-5.84,0.249,0.00302,0.222,0.851,128.042,bounce
0.728,0.878,-3.287,0.0561,0.363,0.681,0.194,128.009,bounce
0.768,0.848,-5.068,0.0956,0.000765,0.0648,0.188,127.939,bounce
0.726,0.802,-6.659,0.0422,0.0293,0.32,0.312,126.006,bounce
0.678,0.959,-3.906,0.157,0.652,0.18,0.664,127.978,bounce
0.745,0.992,-0.442,0.388,0.000755,0.124,0.37,127.963,bounce
0.797,0.782,-4.024,0.0894,0.0,0.0848,0.345,134.999,bounce
0.565,0.852,-8.981,0.147,0.0115,0.374,0.217,128.007,bounce
0.79,0.969,-1.86,0.212,0.3,0.382,0.492,128.046,bounce
0.734,0.792,-6.737,0.459,0.000164,0.323,0.182,127.973,bounce
0.81,0.909,-7.65,0.208,0.0194,0.0937,0.762,128.021,bounce
0.821,0.983,-2.573,0.0794,0.0709,0.0454,0.588,127.987,bounce
0.878,0.89,-5.253,0.055,0.512,0.0758,0.635,127.964,bounce
0.772,0.957,-3.563,0.349,0.00224,0.412,0.453,128.012,bounce
0.706,0.902,-6.081,0.0673,0.644,0.311,0.776,128.046,bounce
0.787,0.885,-5.62,0.186,0.00386,0.821,0.516,127.956,bounce
0.797,0.835,-4.125,0.0779,7.31e-05,0.61,0.329,126.037,bounce
0.809,0.798,-4.834,0.291,0.000148,0.115,0.26,128.015,bounce
0.696,0.91,-3.906,0.322,9.93e-06,0.398,0.358,127.843,bounce
0.73,0.92,-5.154,0.124,0.0011,0.116,0.528,134.984,bounce
0.788,0.846,-6.282,0.0473,0.247,0.0449,0.508,128.013,bounce
0.818,0.881,-4.998,0.358,0.0127,0.103,0.526,128.016,bounce
0.739,0.884,-2.967,0.0606,0.0349,0.316,0.328,128.02,bounce
0.821,0.911,-3.448,0.107,0.293,0.0403,0.59,128.004,bounce
0.761,0.939,-2.714,0.0463,0.724,0.317,0.218,127.998,bounce
0.82,0.919,-5.876,0.0421,0.232,0.0629,0.161,128.005,bounce
0.928,0.893,-3.788,0.326,4.05e-05,0.0649,0.72,127.998,bounce
0.658,0.863,-3.546,0.0781,0.00122,0.0872,0.228,128.05,bounce
0.646,0.943,-4.516,0.0478,0.0146,0.351,0.398,132.008,bounce
0.65,0.933,-4.39,0.0574,0.051,0.0987,0.41,129.989,bounce
0.847,0.72,-6.374,0.238,0.0005,0.103,0.771,127.897,bounce
0.661,0.952,-7.528,0.0971,0.0165,0.429,0.221,127.991,bounce
0.587,0.977,-4.947,0.0471,0.352,0.0499,0.301,128.0,bounce
0.877,0.693,-5.937,0.185,0.0156,0.31,0.284,128.008,bounce
0.817,0.922,-3.183,0.132,0.869,0.283,0.437,128.024,bounce
0.663,0.838,-4.127,0.0536,0.202,0.541,0.0655,128.007,bounce
0.827,0.984,-2.548,0.0774,0.0547,0.0452,0.657,128.004,bounce
0.752,0.934,-2.367,0.0407,0.00553,0.0861,0.44,127.997,bounce
0.754,0.889,-2.478,0.278,6.86e-05,0.184,0.659,127.995,bounce
0.86,0.912,-3.836,0.25,0.135,0.635,0.336,127.989,bounce
0.83,0.842,-2.998,0.173,0.000661,0.0874,0.57,127.988,bounce
0.762,0.724,-6.309,0.0624,7.71e-05,0.187,0.775,132.051,bounce
0.719,0.934,-4.173,0.082,0.262,0.0695,0.517,128.02,bounce
0.827,0.901,-2.822,0.104,0.0314,0.102,0.683,127.996,bounce
0.679,0.986,-2.443,0.118,0.252,0.0984,0.262,128.01,bounce
0.774,0.868,-5.119,0.0421,0.0144,0.638,0.532,128.001,bounce
0.762,0.8,-7.606,0.0718,0.486,0.19,0.493,134.009,bounce
0.961,0.688,-4.039,0.276,0.424,0.0737,0.66,128.008,bounce
0.751,0.989,-2.153,0.134,0.631,0.104,0.21,127.993,bounce
0.617,0.99,-1.531,0.0654,0.771,0.301,0.449,128.033,bounce
0.515,0.913,-3.259,0.0559,0.00556,0.0795,0.0395,128.038,bounce
0.736,0.853,-4.977,0.0646,0.327,0.0753,0.365,129.951,bounce
0.804,0.938,-6.232,0.0576,0.464,0.0457,0.691,127.996,bounce
0.701,0.924,-3.494,0.0418,0.814,0.225,0.381,129.992,bounce
0.866,0.937,-5.607,0.219,0.026,0.374,0.77,128.043,bounce
0.859,0.696,-8.998,0.316,0.678,0.0655,0.831,127.992,bounce
0.88,0.996,-3.695,0.141,0.0573,0.125,0.349,128.02,bounce
0.715,0.865,-4.682,0.0615,0.0176,0.0885,0.338,127.965,bounce
0.859,0.696,-8.998,0.316,0.678,0.0655,0.831,127.992,bounce
0.883,0.733,-6.255,0.369,0.195,0.152,0.109,128.01,bounce
0.832,0.843,-4.586,0.133,0.0573,0.573,0.52,127.992,bounce
0.831,0.968,-3.817,0.0492,0.759,0.246,0.785,128.021,bounce
0.802,0.718,-7.162,0.0655,0.188,0.0923,0.693,126.992,bounce
0.777,0.867,-6.987,0.0787,0.693,0.328,0.348,127.958,bounce
0.648,0.919,-2.744,0.196,0.0131,0.342,0.508,127.966,bounce
0.923,0.842,-2.37,0.0663,0.574,0.303,0.183,127.98,bounce
0.632,0.926,-3.634,0.0715,0.596,0.327,0.232,127.941,bounce
0.662,0.942,-5.669,0.268,0.00593,0.166,0.4,127.966,bounce
0.855,0.966,-2.867,0.0537,0.358,0.106,0.945,128.001,bounce
0.766,0.945,-3.48,0.102,0.063,0.0928,0.536,128.004,bounce
0.656,0.775,-6.747,0.0943,0.00805,0.456,0.0979,127.871,bounce
0.824,0.756,-3.538,0.0835,0.904,0.04,0.762,127.981,bounce
0.767,0.802,-5.328,0.0572,0.00477,0.339,0.639,126.018,bounce
0.681,0.92,-4.728,0.0375,0.861,0.11,0.153,126.025,bounce
0.622,0.545,-9.76,0.292,0.574,0.1,0.38,128.07,bounce
0.608,0.564,-7.471,0.0348,9.48e-05,0.0789,0.367,127.981,bounce
0.788,0.921,-3.21,0.055,0.00372,0.105,0.551,128.007,bounce
0.708,0.829,-6.948,0.0345,0.0135,0.122,0.26,127.981,bounce
0.613,0.892,-3.514,0.0473,0.264,0.14,0.0561,128.035,bounce
0.673,0.883,-4.753,0.231,0.0,0.339,0.562,128.018,bounce
0.797,0.801,-5.729,0.0777,0.183,0.95,0.147,128.009,bounce
0.621,0.975,-3.257,0.0373,0.78,0.302,0.44,128.049,bounce
0.688,0.703,-7.636,0.24,0.0,0.246,0.659,127.969,bounce
0.685,0.877,-4.13,0.0673,0.671,0.297,0.372,125.083,bounce
0.83,0.898,-7.063,0.105,0.686,0.0453,0.494,127.967,bounce
0.676,0.847,-3.839,0.0794,0.854,0.0954,0.0855,127.991,bounce
0.802,0.811,-4.413,0.0776,0.00129,0.103,0.528,127.987,bounce
0.783,0.963,-4.838,0.0664,0.714,0.184,0.572,127.98,bounce
0.836,0.682,-6.922,0.0714,0.519,0.197,0.305,128.01,bounce
0.905,0.971,-2.476,0.326,0.00249,0.323,0.552,127.996,bounce
0.741,0.962,-4.819,0.101,0.0184,0.189,0.886,128.003,bounce
0.845,0.931,-3.434,0.232,1.16e-05,0.0902,0.31,128.091,bounce
0.717,0.874,-1.303,0.186,0.000333,0.0352,0.435,127.995,bounce
0.764,0.962,-3.216,0.131,0.286,0.069,0.485,128.007,bounce
0.972,0.919,-4.791,0.36,0.441,0.106,0.798,127.999,bounce
0.624,0.947,-4.857,0.0674,0.905,0.299,0.254,127.998,bounce
0.833,0.765,-8.133,0.212,0.428,0.354,0.274,127.988,bounce
0.768,0.952,-2.191,0.151,0.000121,0.0901,0.67,128.006,bounce
0.872,0.668,-6.736,0.452,0.00687,0.0333,0.881,128.026,bounce
0.785,0.841,-4.425,0.0572,0.000387,0.269,0.261,128.044,bounce
0.933,0.915,-3.685,0.122,0.2,0.716,0.381,128.008,bounce
0.831,0.656,-5.252,0.12,0.306,0.0748,0.4,128.018,bounce
0.878,0.719,-5.897,0.222,0.713,0.127,0.413,128.002,bounce
0.894,0.865,-4.328,0.228,1.51e-06,0.176,0.91,130.041,bounce
0.872,0.752,-4.214,0.264,0.0993,0.685,0.208,128.063,bounce
0.829,0.894,-3.212,0.0683,0.0239,0.0248,0.675,128.004,bounce
0.767,0.921,-1.854,0.126,0.0586,0.319,0.433,127.035,bounce
0.679,0.948,-3.322,0.0804,0.712,0.125,0.356,127.992,bounce
0.734,0.982,-2.506,0.0524,0.881,0.0836,0.206,127.958,bounce
0.804,0.766,-3.086,0.115,0.0245,0.198,0.388,127.982,bounce
0.902,0.778,-5.823,0.158,0.901,0.1,0.215,128.009,bounce
0.728,0.644,-6.577,0.0429,0.846,0.136,0.401,127.998,bounce
0.826,0.862,-4.073,0.0566,0.391,0.269,0.451,127.985,bounce
0.851,0.462,-5.463,0.163,0.816,0.0446,0.185,128.032,bounce
0.764,0.983,-4.014,0.113,0.396,0.0687,0.502,128.01,bounce
0.682,0.898,-4.787,0.193,0.00224,0.738,0.292,128.008,bounce
0.841,0.664,-7.363,0.293,0.431,0.563,0.291,127.928,bounce
0.795,0.723,-5.2,0.0613,0.00175,0.0935,0.18,128.014,bounce
0.828,0.938,-4.747,0.0881,0.132,0.0403,0.583,127.991,bounce
0.572,0.907,-4.883,0.085,0.787,0.165,0.0396,131.997,bounce
0.581,0.945,-6.219,0.222,0.00069,0.197,0.85,127.987,bounce
0.701,0.945,-4.805,0.0984,0.369,0.0729,0.32,128.03,bounce
0.817,0.921,-5.022,0.168,0.58,0.0641,0.617,132.015,bounce
0.707,0.924,-3.385,0.355,0.0,0.189,0.282,132.96,bounce
0.759,0.876,-4.168,0.209,4.14e-06,0.484,0.91,130.064,bounce
0.906,0.886,-2.736,0.0972,0.468,0.14,0.458,128.01,bounce
0.581,0.73,-9.605,0.251,0.0174,0.243,0.485,128.284,bounce
0.712,0.923,-4.028,0.0627,0.568,0.0961,0.724,127.999,bounce
0.826,0.804,-6.844,0.358,2.35e-06,0.362,0.474,128.034,bounce
0.631,0.884,-5.548,0.0543,0.742,0.0606,0.211,128.01,bounce
0.699,0.892,-2.968,0.0957,1.95e-05,0.53,0.475,127.992,bounce
0.792,0.808,-5.558,0.152,0.655,0.0531,0.464,128.042,bounce
0.673,0.974,-3.51,0.0601,0.859,0.166,0.415,127.995,bounce
0.691,0.894,-3.607,0.116,0.295,0.147,0.492,128.02,bounce
0.685,0.887,-5.465,0.0371,0.14,0.215,0.617,126.032,bounce
0.703,0.99,-3.154,0.112,0.224,0.0925,0.79,128.02,bounce
0.823,0.846,-3.604,0.0502,0.823,0.215,0.698,128.011,bounce
0.768,0.915,-4.774,0.249,0.174,0.584,0.63,127.995,bounce
0.908,0.659,-6.762,0.491,0.326,0.638,0.556,127.995,bounce
0.762,0.783,-3.987,0.0514,0.0782,0.0611,0.44,128.021,bounce
0.69,0.967,-4.039,0.0752,0.862,0.28,0.892,127.999,bounce
0.695,0.907,-5.803,0.0523,0.872,0.543,0.46,128.022,bounce
0.815,0.858,-5.737,0.111,0.586,0.0825,0.129,129.989,bounce
0.866,0.857,-5.496,0.135,0.544,0.0988,0.784,128.008,bounce
0.748,0.98,-3.58,0.217,0.0,0.335,0.451,128.062,bounce
0.753,0.967,-4.667,0.163,0.704,0.352,0.373,128.016,bounce
0.808,0.776,-4.155,0.0618,0.011,0.0326,0.439,128.014,bounce
0.909,0.731,-4.069,0.271,0.0198,0.133,0.502,129.994,bounce
0.598,0.862,-3.438,0.068,0.0115,0.93,0.16,128.033,bounce
0.805,0.829,-3.76,0.151,0.0503,0.151,0.189,127.994,bounce
0.699,0.933,-4.062,0.0506,0.787,0.968,0.0382,128.005,bounce
0.875,0.846,-5.189,0.15,0.00516,0.318,0.599,127.984,bounce
0.542,0.906,-3.697,0.178,0.243,0.572,0.583,128.051,bounce
0.666,0.862,-4.027,0.0872,0.62,0.954,0.245,127.996,bounce
0.891,0.617,-5.332,0.155,0.00505,0.122,0.129,128.021,bounce
0.827,0.918,-6.748,0.171,0.0411,0.177,0.332,127.97,bounce
0.864,0.865,-4.346,0.251,0.826,0.0829,0.387,127.967,bounce
0.826,0.871,-5.736,0.136,0.106,0.155,0.502,128.002,bounce
0.86,0.89,-4.313,0.0896,0.0208,0.619,0.351,128.034,bounce
0.854,0.637,-6.319,0.373,0.103,0.0723,0.622,128.065,bounce
0.702,0.891,-6.409,0.105,0.83,0.577,0.591,128.025,bounce
0.656,0.987,-2.26,0.0353,0.388,0.0629,0.554,127.993,bounce
0.799,0.74,-5.858,0.215,0.353,0.0816,0.223,127.985,bounce
0.657,0.934,-4.139,0.0514,0.797,0.13,0.237,128.017,bounce
0.709,0.886,-3.452,0.0808,0.622,0.285,0.45,128.008,bounce
0.773,0.875,-6.551,0.148,0.0518,0.539,0.566,127.975,bounce
0.831,0.653,-5.252,0.122,0.278,0.0748,0.401,128.02,bounce
0.816,0.905,-5.65,0.13,0.185,0.0958,0.565,130.034,bounce
0.773,0.654,-7.796,0.284,0.0,0.109,0.607,128.989,bounce
0.858,0.804,-3.434,0.0575,0.752,0.055,0.517,127.996,bounce
0.854,0.569,-6.125,0.0535,0.309,0.0902,0.217,128.02,bounce
0.706,0.858,-4.476,0.0511,0.891,0.0283,0.43,127.98,bounce
0.894,0.82,-6.078,0.0625,0.168,0.135,0.214,128.003,bounce
0.747,0.842,-6.401,0.0972,0.208,0.213,0.205,128.027,bounce
0.726,0.811,-4.158,0.0603,0.0676,0.316,0.373,128.01,bounce
0.568,0.977,-2.121,0.0356,0.699,0.0587,0.0856,128.016,bounce
0.746,0.997,-1.631,0.169,0.159,0.17,0.27,127.991,bounce
0.835,0.732,-4.872,0.0656,0.0029,0.323,0.471,128.014,bounce
0.958,0.722,-8.136,0.198,0.0177,0.0736,0.44,127.964,bounce
0.753,0.901,-2.996,0.143,0.0406,0.0645,0.605,128.009,bounce
0.692,0.803,-6.408,0.0941,2.51e-06,0.114,0.317,132.988,bounce
0.814,0.902,-1.397,0.237,0.000224,0.0787,0.824,128.052,bounce
0.822,0.965,-1.86,0.118,0.0821,0.451,0.757,128.021,bounce
0.942,0.53,-8.738,0.283,0.833,0.386,0.331,128.002,bounce
0.91,0.687,-6.758,0.172,0.464,0.347,0.369,128.008,bounce
0.541,0.909,-3.665,0.0859,0.000674,0.153,0.104,128.95,bounce
0.749,0.996,-1.592,0.235,0.241,0.0846,0.173,127.982,bounce
0.735,0.855,-5.927,0.0808,0.335,0.0943,0.395,128.003,bounce
0.738,0.773,-3.942,0.0535,0.846,0.04,0.32,128.002,bounce
0.77,0.64,-6.431,0.126,0.403,0.0973,0.384,127.991,bounce
0.55,0.926,-4.002,0.0795,0.00353,0.305,0.241,128.069,bounce
0.716,0.859,-3.154,0.209,1.78e-05,0.467,0.595,133.031,bounce
0.78,0.938,-4.034,0.0791,0.144,0.154,0.407,127.0,bounce
0.678,0.959,-3.906,0.157,0.652,0.18,0.664,127.978,bounce
0.709,0.942,-2.322,0.0617,0.00881,0.0462,0.177,128.029,bounce
0.886,0.967,-0.776,0.142,0.389,0.239,0.745,128.1,bounce
0.687,0.96,-3.53,0.0483,0.72,0.223,0.407,128.007,bounce
0.75,0.964,-2.361,0.186,1.41e-06,0.0794,0.198,128.023,bounce
0.639,0.984,-1.793,0.086,0.000855,0.163,0.189,128.024,bounce
0.719,0.609,-7.786,0.183,0.721,0.356,0.308,128.036,bounce
0.764,0.833,-5.261,0.103,0.467,0.0556,0.175,130.039,bounce
0.714,0.973,-2.06,0.0701,0.00109,0.022,0.555,128.021,bounce
0.842,0.792,-5.339,0.113,0.66,0.26,0.471,128.014,bounce
0.82,0.701,-9.328,0.117,0.359,0.178,0.204,127.955,bounce
0.942,0.53,-8.738,0.283,0.833,0.386,0.331,128.002,bounce
0.728,0.934,-4.096,0.0877,0.565,0.0495,0.187,128.005,bounce
0.799,0.738,-9.043,0.118,0.34,0.0603,0.397,128.051,bounce
0.731,0.909,-4.516,0.202,0.241,0.0918,0.5,132.955,bounce
0.74,0.996,-3.763,0.0566,0.924,0.0748,0.427,128.001,bounce
0.746,0.708,-6.088,0.0774,0.755,0.31,0.159,128.014,bounce
0.822,0.891,-7.675,0.102,0.593,0.796,0.509,128.014,bounce
0.767,0.952,-4.984,0.145,0.245,0.394,0.46,128.038,bounce
0.975,0.814,-5.059,0.143,0.695,0.139,0.401,127.01,bounce
0.776,0.762,-10.664,0.0898,0.594,0.0899,0.473,128.037,bounce
0.795,0.96,-2.517,0.191,0.000387,0.382,0.536,127.99,bounce
0.628,0.963,-3.595,0.0686,0.00304,0.688,0.664,127.996,bounce
0.699,0.933,-4.062,0.0506,0.787,0.968,0.0382,128.005,bounce
0.719,0.886,-4.844,0.0645,0.00225,0.359,0.727,127.915,bounce
0.82,0.769,-5.594,0.105,0.798,0.29,0.379,127.99,bounce
0.786,0.928,-5.468,0.0807,0.00239,0.386,0.508,128.025,bounce
0.903,0.954,-1.436,0.211,0.00463,0.0723,0.878,127.997,bounce
0.779,0.858,-2.657,0.0547,0.0137,0.0656,0.531,128.009,bounce
0.905,0.819,-3.614,0.102,0.0256,0.0415,0.518,127.988,bounce
0.688,0.918,-4.478,0.142,0.148,0.555,0.169,127.979,bounce
0.809,0.609,-6.066,0.0679,0.0204,0.293,0.24,128.002,bounce
0.774,0.921,-4.154,0.0956,0.00607,0.0983,0.646,128.003,bounce
0.752,0.99,-2.334,0.141,0.00495,0.117,0.585,127.968,bounce
0.742,0.902,-2.793,0.0665,0.0379,0.0406,0.542,128.046,bounce
0.973,0.466,-8.423,0.313,0.0323,0.362,0.357,127.992,bounce
0.666,0.948,-3.553,0.0687,0.821,0.0768,0.137,128.044,bounce
0.889,0.944,-1.758,0.272,0.478,0.0337,0.707,127.996,bounce
0.814,0.911,-4.633,0.122,0.866,0.381,0.489,128.025,bounce
0.824,0.725,-3.732,0.221,0.00017,0.0678,0.736,127.981,bounce
